code,name,address,latitude,longitude,summary,description,휴무일,운영시간,imageUrl,category
P0326,뚝섬유원지,서울 광진구 능동로 10,37.53155928,127.0667951,뚝섬유원지은(는) 서울의 대표적인 명소입니다.,뚝섬유원지은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0327,뚝섬한강공원,서울 광진구 자양동 427-6,37.52929744,127.0689211,뚝섬한강공원은(는) 서울의 대표적인 명소입니다.,뚝섬한강공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0328,뚝섬한강공원 벽천마당,서울특별시 광진구 자양동,37.5311078,127.0730183,뚝섬한강공원 벽천마당은(는) 서울의 대표적인 명소입니다.,뚝섬한강공원 벽천마당은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0329,라움아트센터,서울특별시 강남구 언주로 564 (역삼동),37.50839127,127.0397754,라움아트센터은(는) 서울의 대표적인 명소입니다.,라움아트센터은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0330,라이트룸 서울(Lightroom Seoul),서울특별시 강동구 아리수로61길 103 (고덕동),37.56530087,127.1477143,라이트룸 서울(Lightroom Seoul)은(는) 서울의 대표적인 명소입니다.,라이트룸 서울(Lightroom Seoul)은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0331,락고재 컬쳐 라운지 애가헌,서울특별시 종로구 북촌로11가길 16 (가회동),37.58222998,126.983967,락고재 컬쳐 라운지 애가헌은(는) 서울의 대표적인 명소입니다.,락고재 컬쳐 라운지 애가헌은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0332,래미안 갤러리,서울특별시 송파구 충민로 17 (문정동),37.47921447,127.1202109,래미안 갤러리은(는) 서울의 대표적인 명소입니다.,래미안 갤러리은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0333,로렌스길,서울특별시 마포구 상수동,37.54562693,126.9247768,로렌스길은(는) 서울의 대표적인 명소입니다.,로렌스길은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0334,롯데몰 김포공항점스카이파크,서울특별시 강서구 하늘길 38 (방화동) 김포공항 롯데몰 스카이시티,37.57136958,126.8029601,롯데몰 김포공항점스카이파크은(는) 서울의 대표적인 명소입니다.,롯데몰 김포공항점스카이파크은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0335,롯데월드 민속박물관,서울 송파구 올림픽로 240,37.51100486,127.0976333,롯데월드 민속박물관은(는) 서울의 대표적인 명소입니다.,롯데월드 민속박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0336,롯데월드 아쿠아리움,서울특별시 송파구 올림픽로 300 (신천동) 지하 1층,37.51371299,127.1043018,롯데월드 아쿠아리움은(는) 서울의 대표적인 명소입니다.,롯데월드 아쿠아리움은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0337,롯데월드 어드벤처,서울특별시 송파구 올림픽로 240,37.51130961,127.0981418,롯데월드 어드벤처은(는) 서울의 대표적인 명소입니다.,롯데월드 어드벤처은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0338,롯데월드타워,서울 송파구 올림픽로 300,37.51260448,127.1025556,롯데월드타워은(는) 서울의 대표적인 명소입니다.,롯데월드타워은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0339,롯데월드타워&롯데월드몰,서울특별시 송파구 올림픽로 300 (신천동),37.51371299,127.1043018,롯데월드타워&롯데월드몰은(는) 서울의 대표적인 명소입니다.,롯데월드타워&롯데월드몰은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0340,롯데콘서트홀,서울특별시 송파구 올림픽로 300 (신천동) 롯데월드몰 8층 롯데콘서트홀,37.51371299,127.1043018,롯데콘서트홀은(는) 서울의 대표적인 명소입니다.,롯데콘서트홀은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0341,류순정·류홍 부자 묘역,"서울특별시 구로구 오류동 산43-31, 산43-32",37.48891068,126.8289893,류순정·류홍 부자 묘역은(는) 서울의 대표적인 명소입니다.,류순정·류홍 부자 묘역은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0342,리얼 이스케이프 챌린지,서울특별시 마포구 와우산로27길 21 (서교동),37.55414552,126.9271001,리얼 이스케이프 챌린지은(는) 서울의 대표적인 명소입니다.,리얼 이스케이프 챌린지은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0343,리얼월드 성수,서울특별시 성동구 연무장13길 8,37.54221498,127.0584322,리얼월드 성수은(는) 서울의 대표적인 명소입니다.,리얼월드 성수은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0344,리움 미술관,서울 용산구 이태원로55길 60-16,37.53833657,126.9991174,리움 미술관은(는) 서울의 대표적인 명소입니다.,리움 미술관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0345,리움미술관,서울특별시 용산구 이태원로55길 60-16 (한남동),37.53846127,126.9992941,리움미술관은(는) 서울의 대표적인 명소입니다.,리움미술관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0346,리홀뮤직갤러리,서울특별시 성북구 성북로31길 9 (성북동),37.5945851,126.9904642,리홀뮤직갤러리은(는) 서울의 대표적인 명소입니다.,리홀뮤직갤러리은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0347,링크아트센터드림,서울특별시 종로구 동숭길 123 (동숭동),37.58328618,127.0032934,링크아트센터드림은(는) 서울의 대표적인 명소입니다.,링크아트센터드림은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0348,마곡광장,서울특별시 강서구 마곡중앙5로 지하9 (마곡동),37.56601145,126.8269275,마곡광장은(는) 서울의 대표적인 명소입니다.,마곡광장은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0349,마로니에공원,서울 종로구 대학로 104,37.58028876,127.0028257,마로니에공원은(는) 서울의 대표적인 명소입니다.,마로니에공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0350,마루공원,서울특별시 강남구 일원동,37.47956549,127.08043,마루공원은(는) 서울의 대표적인 명소입니다.,마루공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0351,마천공원,서울특별시 송파구 성내천로23길 12 (마천동),37.50128683,127.145647,마천공원은(는) 서울의 대표적인 명소입니다.,마천공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0352,마포대교 바람의 길,서울 영등포구 여의동로 330,37.52634747,126.9335954,마포대교 바람의 길은(는) 서울의 대표적인 명소입니다.,마포대교 바람의 길은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0353,마포문화원,서울특별시 마포구 백범로 227 (신공덕동),37.54223385,126.9555113,마포문화원은(는) 서울의 대표적인 명소입니다.,마포문화원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0354,마포새빛문화숲,서울 마포구 토정로 56,37.54482305,126.9190473,마포새빛문화숲은(는) 서울의 대표적인 명소입니다.,마포새빛문화숲은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0355,마포음식문화거리,서울특별시 마포구 용강동,37.54231771,126.9427081,마포음식문화거리은(는) 서울의 대표적인 명소입니다.,마포음식문화거리은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0356,마포전차종점 3·1운동 만세 시위지,서울특별시 마포구 마포대로 20 (마포동),37.53842521,126.9449856,마포전차종점 3·1운동 만세 시위지은(는) 서울의 대표적인 명소입니다.,마포전차종점 3·1운동 만세 시위지은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0357,만해한용운 심우장,서울 성북구 성북로29길 24,37.59364843,126.9916707,만해한용운 심우장은(는) 서울의 대표적인 명소입니다.,만해한용운 심우장은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0358,망우리공원,서울 중랑구 망우로91길 2,37.59894517,127.1143954,망우리공원은(는) 서울의 대표적인 명소입니다.,망우리공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0359,망원 한강공원,서울 마포구 마포나루길 467,37.55172455,126.9000276,망원 한강공원은(는) 서울의 대표적인 명소입니다.,망원 한강공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0360,망원정 터,서울특별시 마포구 동교로8안길 23 (합정동),37.54987863,126.904549,망원정 터은(는) 서울의 대표적인 명소입니다.,망원정 터은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0361,망원한강공원,서울특별시 마포구 마포나루길 467,37.55234368,126.8998865,망원한강공원은(는) 서울의 대표적인 명소입니다.,망원한강공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0362,매헌 윤봉길의사 기념관,서울특별시 서초구 매헌로 99 (양재동),37.4730498,127.0369771,매헌 윤봉길의사 기념관은(는) 서울의 대표적인 명소입니다.,매헌 윤봉길의사 기념관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0363,매헌시민의 숲,서울 서초구 매헌로 99,37.47092331,127.0358717,매헌시민의 숲은(는) 서울의 대표적인 명소입니다.,매헌시민의 숲은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0364,매화근린공원,서울 강서구 등촌동 630-13,37.55745768,126.860947,매화근린공원은(는) 서울의 대표적인 명소입니다.,매화근린공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0365,맥아더 사령관 한강방어선 시찰지,서울특별시 영등포구 신길로 275 (영등포동),37.51612662,126.9121264,맥아더 사령관 한강방어선 시찰지은(는) 서울의 대표적인 명소입니다.,맥아더 사령관 한강방어선 시찰지은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0366,명동,서울특별시 중구 명동2가,37.56288786,126.9852271,명동은(는) 서울의 대표적인 명소입니다.,명동은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0367,명동 남대문 북창동 다동무교동 관광특구,서울특별시 중구 세종대로 40 (남대문로4가),37.55992779,126.9753598,명동 남대문 북창동 다동무교동 관광특구은(는) 서울의 대표적인 명소입니다.,명동 남대문 북창동 다동무교동 관광특구은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0368,명동거리,서울 중구 명동2가,37.56207692,126.9849013,명동거리은(는) 서울의 대표적인 명소입니다.,명동거리은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0369,명동난타극장,서울 중구 명동길 26,37.5634679,126.9837511,명동난타극장은(는) 서울의 대표적인 명소입니다.,명동난타극장은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0370,명동성당,서울 중구 명동길 74,37.56318453,126.9873561,명동성당은(는) 서울의 대표적인 명소입니다.,명동성당은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0371,명동예술극장,서울 중구 명동길 35,37.56404145,126.984202,명동예술극장은(는) 서울의 대표적인 명소입니다.,명동예술극장은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0372,명동재미로,서울 중구 남산동2가 15-27,37.55921186,126.9858526,명동재미로은(는) 서울의 대표적인 명소입니다.,명동재미로은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0373,명락사,서울특별시 관악구 청룡1길 11,37.48140273,126.946993,명락사은(는) 서울의 대표적인 명소입니다.,명락사은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0374,명원박물관,서울특별시 성북구 정릉로9길 68 (정릉동),37.61093882,127.0002355,명원박물관은(는) 서울의 대표적인 명소입니다.,명원박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0375,모인화랑,서울특별시 종로구 인사동10길 13 (관훈동),37.57434335,126.9857216,모인화랑은(는) 서울의 대표적인 명소입니다.,모인화랑은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0376,모전교,서울 종로구 서린동 125-3,37.56912636,126.97929,모전교은(는) 서울의 대표적인 명소입니다.,모전교은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0377,모차르트 콘서트홀,서울특별시 서초구 명달로 104 (서초동),37.48641666,127.0045249,모차르트 콘서트홀은(는) 서울의 대표적인 명소입니다.,모차르트 콘서트홀은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0378,목멱산 봉수대 터,서울특별시 중구 예장동 8-1,37.55179136,126.9876322,목멱산 봉수대 터은(는) 서울의 대표적인 명소입니다.,목멱산 봉수대 터은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0379,목인박물관,서울 종로구 창의문로5길 46-1,37.58901012,126.9633199,목인박물관은(는) 서울의 대표적인 명소입니다.,목인박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0380,목인박물관 목석원,서울특별시 종로구 창의문로5길 46-1 (부암동),37.58902191,126.9632892,목인박물관 목석원은(는) 서울의 대표적인 명소입니다.,목인박물관 목석원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0381,몽마르뜨공원,서울특별시 서초구 반포대로 201 (반포동),37.4974226,127.0032279,몽마르뜨공원은(는) 서울의 대표적인 명소입니다.,몽마르뜨공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0382,몽촌토성,서울 송파구 올림픽로 424,37.52272734,127.1188027,몽촌토성은(는) 서울의 대표적인 명소입니다.,몽촌토성은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0383,무계원,서울특별시 종로구 창의문로5가길 2 (부암동),37.59179242,126.9634506,무계원은(는) 서울의 대표적인 명소입니다.,무계원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0384,무궁화동산,서울특별시 종로구 궁정동 55-5,37.58425754,126.9721542,무궁화동산은(는) 서울의 대표적인 명소입니다.,무궁화동산은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0385,무대륙,서울특별시 마포구 토정로5길 12 (합정동),37.54604749,126.9183619,무대륙은(는) 서울의 대표적인 명소입니다.,무대륙은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0386,무수골계곡,서울특별시 도봉구 도봉동 468-1,37.67653555,127.0337244,무수골계곡은(는) 서울의 대표적인 명소입니다.,무수골계곡은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0387,묵정어린이공원,서울특별시 중구 동호로31길 21 (충무로5가),37.56324304,127.0015941,묵정어린이공원은(는) 서울의 대표적인 명소입니다.,묵정어린이공원은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0388,문래동 예술촌,서울 영등포구 문래동3가 54-28,37.5139833,126.8977705,문래동 예술촌은(는) 서울의 대표적인 명소입니다.,문래동 예술촌은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0389,문래예술공장,서울특별시 영등포구 경인로88길 5-4,37.51321703,126.9001259,문래예술공장은(는) 서울의 대표적인 명소입니다.,문래예술공장은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0390,문묘 및 성균관,서울 종로구 성균관로 25-1,37.58583188,126.9951307,문묘 및 성균관은(는) 서울의 대표적인 명소입니다.,문묘 및 성균관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0391,문화비축기지,서울특별시 마포구 증산로 87,37.57034669,126.8950314,문화비축기지은(는) 서울의 대표적인 명소입니다.,문화비축기지은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0392,문화역 서울 284,서울특별시 중구 통일로 1 (봉래동2가),37.55604085,126.9715945,문화역 서울 284은(는) 서울의 대표적인 명소입니다.,문화역 서울 284은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0393,문화역 서울284,서울 중구 통일로 1,37.55587561,126.9716273,문화역 서울284은(는) 서울의 대표적인 명소입니다.,문화역 서울284은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0394,문화역서울 284,서울 중구 통일로 1,37.55587561,126.9716273,문화역서울 284은(는) 서울의 대표적인 명소입니다.,문화역서울 284은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0395,문화철도959,서울특별시 구로구 경인로 688 (신도림동),37.50903532,126.8911871,문화철도959은(는) 서울의 대표적인 명소입니다.,문화철도959은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0396,뮤지엄김치간,서울 종로구 인사동길 35-4,37.57360245,126.9849035,뮤지엄김치간은(는) 서울의 대표적인 명소입니다.,뮤지엄김치간은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0397,미국대사관저,서울 중구 덕수궁길 83,37.56699783,126.9729746,미국대사관저은(는) 서울의 대표적인 명소입니다.,미국대사관저은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0398,미타사(성동),서울특별시 성동구 독서당로40길 21,37.54360941,127.0172305,미타사(성동)은(는) 서울의 대표적인 명소입니다.,미타사(성동)은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0399,미타사(성북),서울특별시 성북구 보문사길 6-16 (보문동3가),37.58536942,127.0158947,미타사(성북)은(는) 서울의 대표적인 명소입니다.,미타사(성북)은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0400,민영환 자결터,서울특별시 종로구 인사동5길 41 (공평동),37.57185254,126.9841704,민영환 자결터은(는) 서울의 대표적인 명소입니다.,민영환 자결터은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0401,민주화운동기념관,서울특별시 용산구 한강대로71길 37 (갈월동),37.54094595,126.9715377,민주화운동기념관은(는) 서울의 대표적인 명소입니다.,민주화운동기념관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0402,밀알미술관,서울특별시 강남구 일원로 90,37.48578186,127.0820718,밀알미술관은(는) 서울의 대표적인 명소입니다.,밀알미술관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0403,바라캇 서울,서울특별시 종로구 삼청로 58-4,37.58086403,126.9806539,바라캇 서울은(는) 서울의 대표적인 명소입니다.,바라캇 서울은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0404,바탕골소극장,서울특별시 종로구 대학로10길 5 (동숭동),37.58186091,127.0025798,바탕골소극장은(는) 서울의 대표적인 명소입니다.,바탕골소극장은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0405,박노수미술관,서울 종로구 옥인1길 34,37.58131847,126.9667835,박노수미술관은(는) 서울의 대표적인 명소입니다.,박노수미술관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0406,박여숙화랑,서울특별시 용산구 소월로38길 30-34,37.54409716,126.9902531,박여숙화랑은(는) 서울의 대표적인 명소입니다.,박여숙화랑은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0407,박을복자수박물관,서울특별시 강북구 삼양로149가길 53 (우이동),37.65381553,127.0084886,박을복자수박물관은(는) 서울의 대표적인 명소입니다.,박을복자수박물관은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
P0408,반공 청년운동 순국 열사 기념비,서울특별시 중구 남산공원길 125-72,37.55239941,126.9872895,반공 청년운동 순국 열사 기념비은(는) 서울의 대표적인 명소입니다.,반공 청년운동 순국 열사 기념비은(는) 서울의 역사와 문화를 느낄 수 있는 장소입니다. 천천히 둘러보며 그 의미를 경험해보세요.,연중무휴,상시개방,https://example.com/image.jpg,문화재
